T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(AL@ALCU_THETA)	dwdT_L(CU@ALCU_THETA)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
906.5132458	90	10	0	0	98.96493765	1.035062346	90	10			0.003527950482	-0.003527950482	0.003527950482	-0.003527950482			-906.5132458	0	12.6343676409403	
906.5032458	90	10	0.0004151175808	0.0003935698012	98.9645384	1.035461601	89.99647181	10.00352819			0.007055956573	-0.007055956573	0	0			-906.5032458	0.0003935698012	38.1825393962076	
906.4832458	90	10	0.001244165803	0.0007862763912	98.96373958	1.036260418	89.98941614	10.01058386			0.01058286103	-0.01058286103	0	0			-906.4832458	0.0007862763912	50.9613614464306	
906.4432458	90	10	0.002898448622	0.001570179071	98.96214195	1.037858048	89.97530771	10.02469229			0.01763543689	-0.01763543689	0	0			-906.4432458	0.001570179071	51.0982044339331	
906.3632458	90	10	0.006192405199	0.003131443097	98.958946	1.041053995	89.94709761	10.05290239			0.03173572771	-0.03173572771	0	0			-906.3632458	0.003131443097	51.3897851209751	
906.2032458	90	10	0.01272199324	0.006227075742	98.95255135	1.047448648	89.89070833	10.10929167			0.05991193536	-0.05991193536	0	0			-906.2032458	0.006227075742	52.0377492329058	
905.8832458	90	10	0.0255326469	0.01229596984	98.9397512	1.060248799	89.77805589	10.22194411			0.1161703897	-0.1161703897	0	0			-905.8832458	0.01229596984	53.3709621474067	
905.2432458	90	10	0.05024138652	0.02401485312	98.91410638	1.085893618	89.55325262	10.44674738			0.2283107104	-0.2283107104	0	0			-905.2432458	0.02401485312	55.9936570225177	
903.9632458	90	10	0.09628899643	0.0458694238	98.86263549	1.137364513	89.10568073	10.89431927			0.4510579885	-0.4510579885	0	0			-903.9632458	0.0458694238	61.5959589809649	
901.4032458	90	10	0.1768308978	0.08413760509	98.75894073	1.24105927	88.21886369	11.78113631			0.8902592397	-0.8902592397	0	0			-901.4032458	0.08413760509	-475.119712470561	
898.8432458	90	10	0.2446424589	0.07739368992	98.65418442	1.345815579	87.34348922	12.65651078			0.8787715225	-0.8787715225	0	0			-898.8432458	0.07739368992	-411.159829810328	
896.2832458	90	10	0.3024507248	0.07155534661	98.54829384	1.451706163	86.47993499	13.52006501			0.8669044472	-0.8669044472	0	0			-896.2832458	0.07155534661	-472.033493653045	
893.7232458	90	10	0.3522616985	0.0664494113	98.44119142	1.558808581	85.62854304	14.37145696			0.8546940918	-0.8546940918	0	0			-893.7232458	0.0664494113	-536.924778998572	
891.1632458	90	10	0.3955830608	0.06194464472	98.33279438	1.667205619	84.78961641	15.21038359			0.8421795716	-0.8421795716	0	0			-891.1632458	0.06194464472	-605.845573037777	
888.6032458	90	10	0.4335693773	0.0579398614	98.22301438	1.776985617	83.96341791	16.03658209			0.8294013169	-0.8294013169	0	0			-888.6032458	0.0579398614	-678.835735055604	
886.0432458	90	10	0.4671194412	0.05435581062	98.11175713	1.888242874	83.15016908	16.84983092			0.8164007336	-0.8164007336	0	0			-886.0432458	0.05435581062	-755.960744960661	
883.4832458	90	10	0.4969431619	0.05112953544	97.99892189	2.00107811	82.35004984	17.64995016			0.8032195825	-0.8032195825	0	0			-883.4832458	0.05112953544	-837.31157900964	
880.9232458	90	10	0.5236085474	0.04821038145	97.88440101	2.115598995	81.56319869	18.43680131			0.789899485	-0.789899485	0	0			-880.9232458	0.04821038145	-923.004911113334	
878.3632458	90	10	0.5475753533	0.04555711924	97.76807926	2.231920745	80.78971345	19.21028655			0.7764812794	-0.7764812794	0	0			-878.3632458	0.04555711924	-1013.18296850524	
