T	w(AL)	w(CU)	w(LI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(LI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(LI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(LI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
C	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
620.6514202	87	9	4	0	0	97.58265094	0.1950540381	2.222295017	87	9	4	0.002342035294	-0.001948644162	-0.0003933911326	-893.8014202	0	45.1691639307145	
620.6314202	87	9	4	0.0004422238765	0.0004424965531	97.58224231	0.1951148654	2.222642822	86.99531646	9.003896787	4.000786758	0	0	0	-893.7814202	0.0004424965531	45.2270204462322	
620.6114202	87	9	4	0.0008838908172	0.0008844277667	97.58183384	0.1951757043	2.222990452	86.99063363	9.007793375	4.001572992	0	0	0	-893.7614202	0.0008844277667	45.2755811033718	
620.5714202	87	9	4	0.001766099549	0.001767140245	97.58101716	0.1952973263	2.223685511	86.9812719	9.015583691	4.003144412	0	0	0	-893.7214202	0.001767140245	45.3589400285842	
620.4914202	87	9	4	0.003525490021	0.003527439159	97.57938505	0.1955404397	2.225074507	86.96256229	9.031155168	4.006282539	0	0	0	-893.6414202	0.003527439159	45.5353229778417	
620.3314202	87	9	4	0.007024294785	0.007027668443	97.57612582	0.196026148	2.227848028	86.92519842	9.062261586	4.012539993	0	0	0	-893.4814202	0.007027668443	45.9231360878929	
620.0114202	87	9	4	0.01392831853	0.01393299053	97.56963543	0.1969980575	2.233366517	86.85065194	9.124385755	4.024962309	0	0	0	-893.1614202	0.01393299053	46.7201616021366	
619.3714202	87	9	4	0.02741657123	0.02741789805	97.55674082	0.1989364136	2.244322764	86.70239238	9.248113437	4.049494184	0	0	0	-892.5214202	0.02741789805	48.260147882934	
618.0914202	87	9	4	0.05315597654	0.05312853646	97.5313034	0.2027979025	2.265898696	86.40906096	9.493638023	4.097301015	0	0	0	-891.2414202	0.05312853646	51.4733134004173	
615.5314202	87	9	4	0.1002149139	0.1000536666	97.48175506	0.2104682681	2.307776669	85.83466565	9.977197335	4.188137014	0	0	0	-888.6814202	0.1000536666	58.116739339244	
612.9714202	87	9	4	0.1422019719	0.1418241888	97.43385593	0.2180878388	2.348056227	85.27567567	10.45132008	4.273004245	0	0	0	-886.1214202	0.1418241888	65.017709032603	
610.4114202	87	9	4	0.1799308085	0.1792718344	97.38747163	0.2256742557	2.386854111	84.73106203	10.91657811	4.352359863	0	0	0	-883.5614202	0.1792718344	72.2582128462524	
607.8514202	87	9	4	0.2140476732	0.2130568435	97.34248635	0.233242719	2.424270933	84.19987698	11.37351039	4.426612635	0	0	0	-881.0014202	0.2130568435	79.8308526326387	
