T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI	SI	SI				
902.8453592	95	5	0	0	99.45749537	0.5425046281	95	5	0.001551445928	-0.001551445928	0.001551445928	-0.001551445928	-902.8453592	0	14.2632344499127	
902.8353592	95	5	0.0003487960715	0.0003481771902	99.45731413	0.542685872	94.99844825	5.001551745	0.003103133796	-0.003103133796	0	0	-902.8353592	0.0003481771902	43.1787823246307	
902.8153592	95	5	0.001045245928	0.0006954143494	99.45695163	0.5430483665	94.99534582	5.004654181	0.004654018145	-0.004654018145	0	0	-902.8153592	0.0006954143494	57.6160979185873	
902.7753592	95	5	0.002435569142	0.001389217828	99.45622661	0.5437733946	94.98914098	5.010859022	0.00775621053	-0.00775621053	0	0	-902.7753592	0.001389217828	57.7277176538204	
902.6953592	95	5	0.005205417538	0.002771479726	99.4547764	0.5452236022	94.97673381	5.023266189	0.01395810582	-0.01395810582	0	0	-902.6953592	0.002771479726	58.0222393290275	
902.5353592	95	5	0.01070229038	0.005515329581	99.45187543	0.548124565	94.95192954	5.048070464	0.02635433206	-0.02635433206	0	0	-902.5353592	0.005515329581	58.6545068985566	
902.2153592	95	5	0.02151377138	0.0109091319	99.44607111	0.55392889	94.90236145	5.097638551	0.05111654691	-0.05111654691	0	0	-902.2153592	0.0109091319	59.9541923931862	
901.5753592	95	5	0.04246306156	0.02137175834	99.4344529	0.5655470964	94.80338627	5.196613735	0.1005204298	-0.1005204298	0	0	-901.5753592	0.02137175834	62.5030632365299	
900.2953592	95	5	0.08185139234	0.04106059755	99.41117799	0.5888220134	94.60607798	5.393922024	0.1988466291	-0.1988466291	0	0	-900.2953592	0.04106059755	67.8902213820685	
897.7353592	95	5	0.1518729202	0.07612114644	99.36447153	0.6355284709	94.21401962	5.785980376	0.3935834804	-0.3935834804	0	0	-897.7353592	0.07612114644	-577.586512516458	
895.1753592	95	5	0.2120141835	0.07076838325	99.31755121	0.6824487893	93.82534547	6.174654526	0.3901861669	-0.3901861669	0	0	-895.1753592	0.07076838325	-514.975519406598	
892.6153592	95	5	0.2642030714	0.06608894839	99.27041114	0.7295888553	93.44002141	6.559978593	0.3868230699	-0.3868230699	0	0	-892.6153592	0.06608894839	-586.171853635373	
890.0553592	95	5	0.3099000056	0.06196414149	99.22304556	0.7769544371	93.05801049	6.941989512	0.3834970595	-0.3834970595	0	0	-890.0553592	0.06196414149	-662.125687247403	
887.4953592	95	5	0.3502309459	0.05830159123	99.1754488	0.8245512026	92.67927325	7.320726748	0.3802106709	-0.3802106709	0	0	-887.4953592	0.05830159123	-742.869854899392	
884.9353592	95	5	0.386077575	0.05502837833	99.12761528	0.8723847203	92.30376811	7.696231891	0.3769660403	-0.3769660403	0	0	-884.9353592	0.05502837833	-828.443461203306	
882.3753592	95	5	0.418139869	0.05208617045	99.07953953	0.9204604658	91.93145166	8.068548338	0.3737649791	-0.3737649791	0	0	-882.3753592	0.05208617045	-918.888462585433	
879.8153592	95	5	0.4469804207	0.04942774438	99.03121617	0.9687838277	91.562279	8.437720997	0.370609003	-0.370609003	0	0	-879.8153592	0.04942774438	-1014.24905356641	
877.2553592	95	5	0.4730564252	0.04701445833	98.98263989	1.017360114	91.19620398	8.803796019	0.3674993594	-0.3674993594	0	0	-877.2553592	0.04701445833	-1114.57147628229	
