T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
909.3298086	91	9	0	0		99.07686396	0.9231360352			91	9	0.003572374529	-0.003572374529			0.003572374529	-0.003572374529	-909.3298086	0			
909.3198086	91	9	0.000463979548	0.0004422961794		99.07646855	0.9235314465			90.99642745	9.003572548	0.007144748149	-0.007144748149			0	0	-909.3198086	0.0004422961794			
909.2998086	91	9	0.001390552512	0.000883605378		99.07567745	0.9243225458			90.98928299	9.010717014	0.01071618073	-0.01071618073			0	0	-909.2998086	0.000883605378			
909.2598086	91	9	0.003239005031	0.001764303489		99.07409525	0.9259047463			90.97499657	9.025003427	0.01785783019	-0.01785783019			0	0	-909.2598086	0.001764303489			
909.1798086	91	9	0.006917679918	0.003517450862		99.07093021	0.9290697879			90.9464304	9.053569602	0.03213625577	-0.03213625577			0	0	-909.1798086	0.003517450862			
909.0198086	91	9	0.01420253962	0.006990329663		99.06459756	0.9354024388			90.88932745	9.110672551	0.06067014065	-0.06067014065			0	0	-909.0198086	0.006990329663			
908.6998086	91	9	0.02846417942	0.01378390688		99.05192221	0.9480777949			90.77524181	9.224758188	0.1176484279	-0.1176484279			0	0	-908.6998086	0.01378390688			
908.0598086	91	9	0.05586121982	0.02685334813		99.02653009	0.9734699124			90.5475481	9.4524519	0.2312464607	-0.2312464607			0	0	-908.0598086	0.02685334813			
906.7798086	91	9	0.1065329165	0.05105175309		98.97557734	1.024422663			90.09410105	9.905898952	0.4569790405	-0.4569790405			0	0	-906.7798086	0.05105175309			
904.2198086	91	9	0.1939686323	0.09288560838		98.87297196	1.127028037			89.19517249	10.80482751	0.9024188519	-0.9024188519			0	0	-904.2198086	0.09288560838			
901.6598086	91	9	0.266396656	0.08487207383		98.76937974	1.230620256			88.30723127	11.69276873	0.8913881646	-0.8913881646			0	0	-901.6598086	0.08487207383			
899.0998086	91	9	0.3272937404	0.07802545683		98.66473299	1.335267014			87.43069214	12.56930786	0.8799407968	-0.8799407968			0	0	-899.0998086	0.07802545683			
896.5398086	91	9	0.3791472043	0.07210495507		98.55895949	1.44104051			86.56593724	13.43406276	0.8681098816	-0.8681098816			0	0	-896.5398086	0.07210495507			
893.9798086	91	9	0.4237822982	0.06693211982		98.45198217	1.548017833			85.71331206	14.28668794	0.8559321825	-0.8559321825			0	0	-893.9798086	0.06693211982			
891.4198086	91	9	0.4625680622	0.06237208972		98.34371876	1.656281236			84.87312364	15.12687636	0.8434463443	-0.8434463443			0	0	-891.4198086	0.06237208972			
888.8598086	91	9	0.4965510426	0.0583210832		98.23408152	1.765918485			84.04563885	15.95436115	0.8306926654	-0.8306926654			0	0	-888.8598086	0.0583210832			
886.2998086	91	9	0.5265446783	0.05469793893		98.12297674	1.87702326			83.2310834	16.7689166	0.8177124817	-0.8177124817			0	0	-886.2998086	0.05469793893			
